0.123000,172.823337,137.360411
0.246000,182.054315,142.998184
0.372000,184.244862,141.938498
0.497000,179.019201,146.325914
0.622000,183.189272,183.189272
0.747000,45.000000,74.077002
0.873000,42.200164,45.000000
0.997000,157.873812,107.744672
1.122000,356.494486,350.446604
1.244000,100.600584,182.950779
1.371000,107.761436,93.740706
1.497000,16.593447,47.811911
1.622000,13.192436,52.208898
1.747000,15.470900,58.584452
1.872000,48.027028,81.227263
1.997000,60.094876,87.013233
2.121000,150.487272,99.577629
2.247000,187.784058,102.575465
2.372000,178.494940,115.315557
2.497000,194.119505,139.325212
2.622000,189.667416,137.388000
2.747000,190.756813,147.437742
2.872000,187.226493,131.312745
2.996000,186.071553,114.831788
3.121000,145.437475,91.296715
3.246000,168.111342,92.264157
3.371000,313.989003,87.717037
3.497000,15.761813,68.590314
3.622000,8.878390,60.471849
3.747000,9.508190,55.763240
3.872000,7.734359,50.713389
3.997000,8.487587,57.554620
4.122000,323.792746,75.892804
4.247000,342.279228,78.291677
4.372000,331.694701,79.678059
4.497000,275.281624,88.016747
4.622000,196.786604,114.518741
4.747000,206.573455,127.021708
4.872000,204.097666,148.883292
4.997000,202.075225,154.705853
5.122000,197.195269,114.172219
5.247000,217.823034,117.951257
5.373000,296.872539,86.209338
5.497000,286.520369,86.283569
5.622000,334.633694,84.553346
5.748000,326.792170,81.802050
5.872000,15.340529,73.009518
5.997000,9.340853,59.958501
6.122000,10.432468,58.718728
6.247000,13.218237,57.730687
6.372000,3.158814,65.296849
6.497000,338.198591,80.100185
6.621000,251.600572,92.665692
6.747000,263.756277,91.840955
6.873000,215.342442,118.355602
6.997000,207.724162,128.645350
7.123000,199.129264,143.805265
7.247000,208.344314,162.906781
7.373000,195.395068,168.465846
7.498000,191.212900,128.723687
7.623000,194.646627,118.653506
7.748000,228.945186,98.043782
7.872000,221.805159,98.535287
7.997000,241.589463,92.642765
8.122000,285.255119,89.705026
8.247000,3.362998,77.004388
8.372000,5.055314,66.405976
8.498000,18.059859,65.419681
8.622000,3.383525,62.076958
8.747000,4.939216,72.789558
8.873000,324.444556,85.373517
8.997000,216.279437,98.350908
9.123000,218.554084,106.539913
9.249000,192.386204,133.168821
9.373000,198.961280,153.188735
9.498000,199.308039,162.068000
9.623000,195.929856,181.144266
9.747000,177.477133,149.533810
9.874000,199.639225,128.920849
9.998000,204.392421,111.611245
10.122000,216.686111,108.097257
10.249000,238.801546,94.883886
10.373000,250.958769,91.726321
10.498000,309.775581,85.688892
10.622000,354.622791,72.113981
10.749000,10.169238,60.194403
10.873000,10.097872,63.741340
10.998000,2.558091,63.429501
11.123000,354.871192,73.701127
11.248000,262.352716,90.992613
11.372000,208.208068,101.366799
11.497000,192.325103,109.220843
11.622000,192.388633,121.039948
11.749000,192.352333,132.675355
11.874000,189.020179,148.200089
11.998000,200.435332,139.758057
12.123000,205.508384,169.643003
12.249000,186.312461,148.799372
12.374000,245.553669,103.971255
12.498000,192.083588,111.013651
12.623000,222.363455,105.591311
12.747000,179.444945,102.638584
12.873000,222.924974,100.780792
12.998000,330.496490,81.189831
13.122000,8.200453,68.443527
13.248000,11.891981,56.866346
13.373000,4.169715,58.423545
13.498000,3.245480,73.451676
13.623000,353.205623,79.072186
13.748000,242.414197,92.689189
13.873000,200.132875,106.195760
13.998000,231.205642,110.560755
14.123000,198.434949,132.331976
14.248000,202.119805,161.473225
14.373000,213.439263,163.374820
14.498000,203.254347,179.201748
14.624000,208.497691,173.202291
14.750000,141.428052,102.334981
14.874000,191.095228,147.427515
14.998000,204.993305,105.283575
15.123000,194.009260,111.984751
15.249000,105.326918,91.624458
15.373000,202.186083,96.784462
15.499000,20.428692,71.235137
15.624000,13.502861,67.090423
15.748000,22.239227,65.364022
15.873000,33.297283,73.325265
15.999000,22.177720,69.240931
