0.101000,1.701158,2.016272,0.466842
0.223000,1.761701,2.020468,0.494146
0.349000,1.667501,1.822724,0.270609
0.474000,1.649958,1.659102,0.118732
0.600000,1.748248,1.748248,0.252308
0.725000,1.693116,2.968169,1.693116
0.850000,2.276466,2.139136,2.139136
0.973000,1.797970,2.838706,1.373970
1.099000,1.558073,1.672131,3.039457
1.221000,1.098454,1.184595,2.509713
1.347000,1.569424,3.019068,1.448280
1.474000,1.469521,2.695187,2.003934
1.597000,1.547896,2.930677,1.361165
1.723000,1.653658,2.898323,1.342610
1.849000,1.649422,2.606642,1.042907
1.973000,1.813208,1.897823,0.412620
2.099000,1.680022,1.744244,0.205569
2.224000,1.650042,1.600974,0.084820
2.349000,2.049795,2.047681,0.708205
2.475000,1.659595,2.310927,0.748022
2.599000,1.723359,2.740441,1.202859
2.722000,1.573872,2.737964,1.167180
2.849000,1.690444,2.762939,1.213365
2.974000,1.464792,2.970530,1.704549
3.098000,1.536362,2.672100,2.038819
3.223000,1.603200,2.573223,2.138008
3.349000,1.531422,2.555958,2.154748
3.474000,1.379906,2.865434,1.767891
3.599000,1.501104,3.006486,1.455240
3.724000,1.480532,2.673120,1.112484
3.848000,1.544442,2.495873,0.925799
3.974000,1.557730,2.293403,0.722778
4.099000,1.741023,1.732435,0.235843
4.223000,1.742234,1.429813,0.222858
4.349000,1.784089,1.742722,0.275647
4.475000,1.661343,2.329210,0.766598
4.598000,1.613811,2.729983,1.161714
4.723000,1.464221,2.933939,1.393262
4.850000,1.581961,2.980106,1.409703
4.974000,1.581139,3.046840,1.476614
5.099000,1.501146,2.853300,1.850079
5.223000,1.549085,2.646409,2.065417
5.348000,1.546285,2.622862,2.088829
5.473000,1.543479,2.882227,1.828653
5.598000,1.615923,2.874012,1.307233
5.723000,1.553701,2.783112,1.212761
5.848000,1.451578,2.607724,1.053223
5.974000,1.667738,1.920595,0.364106
6.099000,1.583171,1.821813,0.251335
6.224000,1.470603,1.592188,0.102466
6.350000,1.602840,1.471839,0.104048
6.474000,1.329213,2.679784,1.185437
6.600000,1.663115,2.586588,1.025326
6.725000,1.559871,2.905891,1.335358
6.849000,1.468788,3.021562,1.507759
6.974000,1.485166,2.975608,1.428956
7.099000,1.663185,2.923435,1.767853
7.224000,1.635929,2.724049,1.982596
7.349000,1.583998,2.673087,2.039086
7.474000,1.564795,2.915998,1.796308
7.598000,1.560900,3.053677,1.483442
7.724000,1.559784,2.812058,1.241460
7.850000,1.480569,2.566639,1.004774
7.974000,1.646281,2.443874,0.878859
8.099000,1.714375,1.783559,0.257924
8.224000,1.355296,1.510916,0.223919
8.349000,1.528775,1.157348,0.415841
8.475000,1.835398,2.417566,0.916509
8.600000,1.575329,2.288018,0.717243
8.724000,1.423928,2.808567,1.274145
8.849000,1.619661,2.838151,1.271564
8.975000,1.646369,3.063753,1.552182
9.098000,1.617500,3.078246,1.528031
9.223000,1.663892,2.697396,2.003754
9.348000,1.568758,2.628595,2.083789
9.474000,1.533106,2.854006,1.855763
9.598000,1.563898,3.107763,1.603914
9.724000,1.633555,2.742555,1.177282
9.848000,1.524192,2.586053,1.017682
9.973000,1.524999,2.251797,0.683142
10.099000,1.617801,1.783846,0.218330
10.224000,1.421781,1.650506,0.169276
10.348000,1.546176,1.110700,0.460858
10.475000,1.821273,1.629913,0.257651
10.599000,1.549216,2.772508,1.202404
10.723000,1.722485,2.989416,1.558707
10.849000,1.667794,2.734376,1.176637
10.974000,1.558143,3.015009,1.444853
11.099000,1.646559,3.016078,1.670674
11.223000,1.701831,3.004152,1.529563
11.349000,1.553372,2.578225,2.133828
11.473000,1.620873,2.958476,1.746783
11.598000,1.542956,3.096295,1.535074
11.724000,1.612927,2.781612,1.213514
11.849000,1.596244,2.648955,1.078936
11.975000,1.257715,1.947282,0.500214
12.099000,1.600721,1.463392,0.111527
12.224000,1.718691,1.408445,0.220508
12.349000,1.516633,1.169051,0.405802
12.476000,1.885360,2.293650,0.818771
12.599000,1.726175,2.493125,0.947391
12.724000,1.948612,2.538347,1.125185
12.850000,1.440929,2.884483,1.350171
12.974000,1.701269,2.968100,1.457096
13.099000,1.598661,2.861534,1.849390
13.225000,1.680062,2.874994,1.812980
13.349000,1.640843,2.671847,2.034447
13.474000,1.578614,2.899903,1.812355
13.599000,1.597306,3.034559,1.467122
13.723000,1.508322,2.786074,1.221293
13.849000,1.522729,2.526686,0.958341
13.975000,1.565924,2.182667,0.611896
14.099000,1.806548,1.866535,0.382773
14.224000,1.489495,1.672664,0.130511
14.349000,1.720525,1.328299,0.286596
14.474000,1.860118,1.456664,0.312242
14.599000,1.640959,2.374051,0.808174
14.725000,1.673723,2.370049,0.809817
14.849000,1.671278,2.712103,1.154754
14.974000,1.627838,2.798259,1.232622
15.099000,1.753218,2.906362,1.717646
15.224000,1.554379,2.899386,1.812423
15.349000,1.536637,2.625819,2.085210
15.474000,1.729028,2.643995,2.038186
15.599000,1.595314,2.609293,2.102408
