0.023000,184.673148,165.222262
0.089000,184.812497,166.028149
0.119000,185.685972,165.513781
0.141000,183.988858,165.852395
0.169000,182.707319,167.048642
0.221000,184.171329,166.729869
0.242000,184.885963,167.238984
0.266000,185.034896,167.763888
0.290000,184.377392,170.110052
0.350000,185.065610,170.885480
0.375000,185.933867,172.132937
0.398000,184.111769,173.181785
0.463000,185.446266,172.993662
0.485000,184.255771,173.139214
0.508000,184.484606,173.105549
0.532000,184.706679,172.825577
0.595000,187.322235,172.356748
0.620000,184.244693,173.216645
0.644000,185.525203,172.511708
0.667000,184.240108,172.370461
0.724000,184.686127,172.976508
0.750000,181.210790,178.310764
0.774000,186.746580,173.812186
0.837000,186.888629,174.218661
0.859000,185.623263,176.755824
0.882000,184.871241,177.851421
0.906000,184.992666,179.622508
0.971000,185.876155,179.418841
0.993000,197.004177,192.227912
1.017000,192.726534,190.982011
1.040000,181.788229,190.859546
1.100000,187.362433,158.263186
1.126000,181.328862,158.453104
1.150000,185.885856,159.823072
1.214000,191.856673,160.798570
1.243000,189.189300,154.545446
1.267000,186.947559,150.426753
1.290000,187.352929,148.408924
1.349000,195.734377,141.498221
1.375000,190.581199,141.130364
1.399000,187.997637,138.317781
1.464000,189.768880,136.865295
1.494000,186.018665,137.922927
1.517000,198.249766,128.218934
1.541000,202.822063,118.989008
1.599000,191.794020,121.220284
1.625000,199.645451,116.058711
1.649000,210.539351,110.921600
1.714000,203.011704,111.919888
1.743000,219.039245,101.122324
1.767000,193.975773,103.136866
1.789000,200.081204,99.703980
1.849000,198.924644,94.722232
1.875000,211.360333,95.197936
1.899000,243.780100,92.122533
1.963000,274.678741,89.576575
1.991000,312.950289,86.803143
2.014000,304.529301,87.758348
2.035000,304.400576,88.115682
2.095000,315.000000,88.039970
2.117000,311.820170,87.610866
2.141000,306.926795,88.449072
2.164000,289.885165,89.356963
2.224000,215.851979,93.894752
2.250000,206.622462,95.451326
2.275000,223.526479,94.524768
2.339000,220.923452,96.877329
2.361000,206.882769,106.571588
2.384000,201.680469,110.626482
2.408000,197.571822,114.099682
2.472000,195.289991,116.078819
2.501000,195.916230,122.079963
2.525000,196.574626,122.258181
2.590000,197.548385,124.569676
2.618000,194.275583,127.615728
2.642000,195.890963,127.915477
2.665000,199.363254,127.771704
2.725000,194.809334,132.764106
2.751000,195.449180,133.240924
2.774000,192.405146,133.730592
2.840000,188.338305,137.354167
2.868000,190.777999,146.878505
2.893000,185.296604,151.880121
2.915000,192.310123,151.112043
2.975000,188.898707,162.947851
3.001000,182.695842,166.731135
3.025000,189.709706,167.937163
3.089000,190.837157,171.294908
3.110000,190.903214,170.508956
3.135000,194.083595,173.843110
3.158000,186.432858,190.016008
3.220000,179.720640,185.371896
3.244000,193.641085,187.108639
3.268000,197.882159,190.214878
3.291000,194.103910,186.031141
3.350000,187.788350,191.767136
3.375000,180.861420,186.677878
3.398000,185.766918,180.596665
3.463000,187.351943,180.275326
3.485000,187.395753,181.243879
3.508000,186.599350,181.486605
3.532000,184.177737,182.506675
3.596000,183.330476,183.677941
3.618000,183.303787,190.364614
3.642000,181.169336,192.783377
3.665000,184.617744,194.171782
3.726000,187.338606,187.954473
3.752000,169.078598,169.505554
3.775000,180.557824,150.369586
3.839000,192.734200,148.387789
3.868000,187.544186,172.806530
3.892000,181.472872,168.737293
3.915000,179.955331,158.393963
3.974000,186.383084,138.731172
4.002000,184.803201,144.941576
4.025000,191.774523,145.247045
4.088000,192.897372,146.062006
4.111000,185.984159,137.230371
4.133000,194.926525,126.803979
4.157000,197.394723,126.058312
4.221000,193.427592,127.570402
4.244000,193.716408,118.059385
4.268000,192.706193,118.205002
4.291000,196.958470,116.264087
4.349000,194.280386,110.003750
4.376000,194.446291,105.474243
4.399000,189.572242,99.762384
4.464000,188.868263,97.868516
4.486000,226.538185,96.371191
4.509000,202.021294,94.288813
